chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Ethereum,uniswap-v3,WETH-ETHM,34116649,0.0,,0.0,0.0,0.0,0.0,967,,,cbf107f9-32a1-4a57-a1c8-434f3e1784d2
Arbitrum,uniswap-v3,WETH-SHIBDOGE,10132,0.0,,0.0,,0.40694,0.21677,135,,,97b796b3-f93b-4527-b142-829d97f1aa77
Avalanche,joe-dex,WAVAX-COQAI,10132,0.0,,0.0,,0.28014,0.02071,2,,,593b8f87-a612-44b5-8604-395ee1f98099
Base,morpho-blue,WSTETH,35198276,,,0.0,0.0,1.5279,0.04782,161,,,afce8a53-cee4-4e62-b2b4-f80dcaaf87b5
Avalanche,joe-dex,PAYTIME-WAVAX,10130,0.0,,0.0,,0.12348,0.09379,212,,,4ba372e6-33b5-4e6f-865a-22464d909d82
Avalanche,joe-dex,SNOT-WAVAX,10129,0.0,,0.0,,0.0,0.0,50,,,ef5ef028-8555-4a01-96b8-9e37804fc69f
Polygon,uniswap-v3,LINK-USDT,10128,0.0,,0.0,,0.0,0.0,56,,,a1ea2be5-8124-46e3-9c88-886e46abc0a8
Ethereum,flux-finance,OUSG,35908399,0.0,0.0,0.0,0.0,0.0,0.0,633,,,a5453ca0-7ec4-44b8-81c8-9154ce8465f7
Ethereum,morpho-blue,CBBTC,37023043,,,0.0,0.0,3.83884,0.14539,75,,,d70d42b1-4ba3-4572-bf76-0ac12781bde4
Polygon,quickswap-dex,WETH-4.0,10119,0.0,,0.0,,0.8098,0.39622,309,,,6684b0b2-1f09-4cdf-9236-56016d2f6775
Avalanche,joe-dex,WAVAX-CLUCK,10119,0.0,,0.0,,1.34086,0.21744,53,,,3b3649bf-b0ff-4e8b-aeed-f9ff51d20b1e
Base,aerodrome-v1,ALB-WETH,10118,,0.0,0.0,,0.0,0.0,13,,,290d4d19-5ba3-4e2a-945e-650d002c2bfa
Ethereum,zerolend,PT-CORNLBTC-26DEC2024,38119290,0.0,0.0,0.0,,0.0,0.0,63,,,f26d65fc-521b-469d-8b06-3784767396bc
BSC,thena-fusion,WBNB-STKBNB,10117,0.0,0.0,0.0,,12.07592,0.30007,556,,,e6d08b96-ecb5-435d-89b1-2785d025a4e4
BSC,babydogeswap,$CINU,38341671,0.0,0.0,0.0,0.0,0.98515,0.06729,429,,,ec27e418-f00d-45ff-b7af-804c1967f5d9
Ethereum,sushiswap,ZUNK-WETH,10115,0.0,0.0,0.0,,1.93158,0.41703,271,,,90ba6a00-a5cc-4e0b-9750-b9b6853fc500
Algorand,folks-finance-lending,GALGO,38601342,0.0,,0.0,0.0,0.0,0.0,565,,,3390bc30-c664-4b42-af8e-0f1c5d26ecd0
Solana,save,SSOL,38638001,0.0,0.0,0.0,0.0,0.0,0.0,100,,,db23a9ec-173b-48ac-a722-a8adccf2aa5a
Solana,orca,SOL-PYM,10109,0.0,,0.0,0.0,2.12528,0.24416,52,,,047c974a-57fd-4966-8874-98ad1730273a
Base,morpho-blue,CBETH,38704392,,,0.0,0.0,1.13717,0.18697,131,,,b8f4482a-30e5-4e3b-95c7-ccaa86aeeaef
Polygon,quickswap-dex,WMATIC-LCD,10107,0.0,,0.0,,2.57654,0.39047,903,,,32e01e1c-fb04-4add-a504-57f8041a6e98
Sui,cetus-amm,FOREST-SUI,10104,0.0,0.0,0.0,0.0,0.0,0.0,5,,,8082a95b-20cf-496b-9a7b-ee017f82b5b4
Arbitrum,sushiswap,$BLZT-WETH,10103,0.0,0.0,0.0,,0.65652,0.19727,216,,,cee2ac95-221d-4c45-8a37-bc9e94b7452a
BSC,uniswap-v3,USDT-DOT,10102,0.0,,0.0,,0.0,0.0,3,,,3b469f67-c228-47cf-a60b-166bfef7f495
Optimism,uniswap-v3,WBTC-BITBTC,10098,0.0,,0.0,0.0,0.03069,0.01465,146,,,66cada29-9587-486d-934f-9aadc7c7a071
Ethereum,morpho-blue,WSTETH,40742437,,,0.0,0.0,2.51452,0.34289,238,,,0d999bae-a3d5-4c08-93f6-98abb32ce290
Solana,orca,SOL-AMU,10149,0.0,,0.0,,336.94064,3.91215,87,,,da51d282-a7c2-455c-82f6-c4b7b80b5655
Ethereum,sushiswap,VOL-WETH,10154,0.0,0.0,0.0,,0.34006,0.09589,614,,,a7e5e2f4-4771-4144-a0a3-987e6f6db58e
Ethereum,balancer-v2,COMP-WETH,10155,0.0,,0.0,,3.86251,0.3343,953,,,791c0f44-274f-4e69-a508-32d88ca1c7c3
Ethereum,crvusd,WSTETH,27020516,0.0,,0.0,0.0,0.0,0.0,350,,,59955098-843f-4173-a761-04c50b6d424d
Sui,cetus-amm,GAMMA-SUI,10190,0.0,0.0,0.0,0.0,0.0302,0.00446,17,,,602178b6-e84e-4c0c-95df-a88abcbe71b1
Sui,cetus-amm,TRUMP-SUI,10190,0.0,0.0,0.0,0.0,0.0,0.0,15,,,5e1c3608-6dce-4831-96d3-d87c96dfd698
Sui,cetus-amm,SASA-SUI,10190,0.0,0.0,0.0,0.0,0.0,0.0,15,,,5043039c-759b-4dbf-b009-1aa3bce3eeb2
Sui,cetus-amm,MONKE-SUI,10190,0.0,0.0,0.0,0.0,0.0,0.0,15,,,707917fa-f9e5-4471-a313-afea9c973486
Sui,cetus-amm,KIYUMI-SUI,10190,0.0,0.0,0.0,0.0,0.00416,0.00087,16,,,236f3807-6a64-4c0d-b46b-9f7ac5010e80
Sui,cetus-amm,SMEME-SUI,10189,0.0,0.0,0.0,0.0,0.01372,0.00287,16,,,edd764c9-85a2-402a-aa28-3d5d4394c938
Sui,cetus-amm,SUIT-SUI,10189,0.0,0.0,0.0,0.0,0.0,0.0,15,,,f0b45c8e-2993-4eca-9a0a-636f443b2106
Sui,cetus-amm,SMOKE-SUI,10189,0.0,0.0,0.0,0.0,0.0,0.0,15,,,d3f86549-3564-4c6f-b6da-46b19775aa58
Arbitrum,uniswap-v3,GMUSDC-USDC,10188,0.0,,0.0,0.0,0.0,0.0,160,,,20b76a7a-46f9-4dfc-8bf2-88d2b1733b96
BSC,openleverage,BTCB,10186,0.0,0.0,0.0,0.0,15.48456,0.48257,113,,,39b3989b-1af0-494e-83ac-4faa2e3b78fd
Ethereum,zerolend,PT-EBTC-26DEC2024,26500980,0.0,0.0,0.0,,0.0,0.0,63,,,82e2a164-4e9e-4638-bff6-145c8da468c7
BSC,woofi-earn,BNB,10184,0.0,0.0,0.0,0.0,3.49481,0.31244,308,,,0d9c9ab7-878d-4954-a440-8a937fc9bc76
Polygon,uniswap-v3,USDT-YPRED,10182,0.0,,0.0,0.0,0.0,0.0,169,,,dd7a8e35-d706-476b-ab57-487a8ff6c228
Ethereum,morpho-aave,STETH,27441278,0.0,,0.0,0.0,0.0,0.0,775,,,eab8d63d-8a8f-48cb-8027-583508831d24
Sui,cetus-amm,BATCATS-SUI,32174856,0.0,0.0,0.0,-1e-05,0.0,0.0,36,,,b7dc95ff-ab9b-496b-9419-442f596261a8
Ethereum,sushiswap,STRM-WETH,10179,0.0,0.0,0.0,0.0,0.35962,0.14552,847,,,135a24c3-73e4-4d64-9587-79755c048d1a
Arbitrum,camelot-v2,OMM-USDC,10178,0.0,,0.0,0.0,0.43433,0.16035,623,,,a5ff525c-ac85-48c5-a57c-b0ad903f1e3d
Sui,cetus-amm,DUCKAI-SUI,10175,0.0,0.0,0.0,0.0,0.0,0.0,15,,,0f7fc894-f245-4f7e-814a-bd89b6608cf0
Base,aerodrome-v1,WETH-BRIUN,10173,,0.0,0.0,,0.0,0.0,6,,,03bc4202-22f2-4136-bef5-1d72fac3dd09
Polygon,sushiswap,USDC-PHBD,10172,0.0,0.0,0.0,0.0,0.78859,0.20604,939,,,772c3fd7-78e8-4fa9-ad74-cad6774d6f52
Ethereum,morpho-blue,USDE,29613314,,,0.0,0.0,13.98316,0.71917,244,,,feac7518-a0a7-4378-ba79-b1b9f4293525
Linea,stargate-v1,SGETH,29665425,,0.0,0.0,0.0,0.40599,0.03839,286,,,bd5bf59d-c1ac-4fb6-bfcc-fa36e45e7285
Avalanche,joe-dex,SLOT-WAVAX,10168,0.0,,0.0,,2.38378,0.22534,456,,,2f177d90-56b3-41d4-94a5-3c3a70f67e04
Arbitrum,compound-v3,WBTC,29730722,,,0.0,0.0,0.0,0.0,421,,,0ba9d450-b306-4889-85ed-83dfca983e60
Arbitrum,uniswap-v3,WBTC-CBBTC,10167,0.0,,0.0,,0.0,0.0,8,,,f2c2531d-6e3d-4b62-b227-2a2f38b84a50
Sui,cetus-amm,GSHIBA-SUI,10161,0.0,0.0,0.0,0.0,0.0,0.0,28,,,cb27166b-e584-438f-8bcf-4a9a19574a55
Ethereum,morpho-blue,PT-CORN-SOLVBTC.BBN-26DEC2024,30924221,,,0.0,0.0,0.0,0.0,20,,,eda00003-bc78-4a41-a08c-208d3539136b
Polygon,aave-v2,WBTC,31991250,0.0,,0.0,0.0,0.0112,0.00208,850,,,592a7b4c-d2b2-425f-be53-c7daba371d21
Arbitrum,camelot-v3,ARB-PKLD,11329,0.0,,0.0,,0.73802,0.07069,66,,,f7fa5892-e33f-452b-9ba7-093afc049342
Arbitrum,sushiswap,AISP-WETH,11335,0.0,0.0,0.0,0.0,4.19039,0.5511,217,,,7b386137-c30a-4139-939d-f08ba1740009
Ethereum,uniswap-v3,AMPHRETH-WSTETH,3571199,0.0,,0.0,0.0,0.0,0.0,127,,,8f7d660f-68f3-4306-b53d-05e0d8b6ef4b
Avalanche,joe-dex,IDM-WAVAX,12782,0.0,,0.0,0.0,0.54015,0.14742,463,,,ddfdafbc-e81d-44a8-a87a-330752f8fb2f
Base,uniswap-v3,WSTETH-WSTETH,1297421,0.0,,0.0,,0.0,0.0,213,,,7ed82b70-b664-4681-9dae-17fd565c4891
Ethereum,yearn-finance,YFI,1298443,0.0,0.0,0.0,0.0,0.09149,0.01026,967,,,0147e115-a1fe-439f-ae00-f1fe46aa6620
Polygon,compound-v3,WPOL,1303699,,,0.0,0.0,0.0,0.0,561,,,3c423ba2-b804-4143-8d8e-6774dac40461
Ethereum,uniswap-v2,BOOST-WETH,1321965,0.0,,0.0,0.0,0.51028,0.11042,962,,,cc9169ae-e47f-43d0-ac26-896e35ff4e0f
Sui,cetus-amm,SHIBLO-SUI,12943,0.0,0.0,0.0,0.0,24.19064,3.62866,21,,,bd4c9826-ce0e-469d-a101-1905f5097c15
Optimism,compound-v3,OP,1342588,,,0.0,0.0,0.0,0.0,145,,,904bbbfa-bfc0-4994-94a8-7a57a543ba3e
Arbitrum,compound-v3,RETH,1354478,,,0.0,0.0,0.0,0.0,139,,,45762d4a-f5fb-4a61-8087-473fc8f98991
BSC,thena-v1,UNW-THE,12936,,0.0,0.0,,23.2422,2.45614,166,,,83a6498e-dfd5-494d-84fe-8d6d67d6c617
Ethereum,uniswap-v2,TRB-WETH,1357478,0.0,,0.0,0.0,0.0,0.0,918,,,7d83ad31-da2f-4da9-88a6-7c6e7c3e49cb
Ethereum,curve-dex,WM-DYAD,1376233,0.0,0.0,0.0,-0.56,0.52164,0.07436,30,,,01082fc3-e806-4f27-8849-00bf9cd88fcc
Optimism,exactly,WSTETH,1384968,0.0,,0.0,0.0,0.0,0.0,196,,,ae982a60-b46c-4b49-aa05-610b97c4823a
Ethereum,uniswap-v3,STAVAIL-AVAIL,1386600,0.0,,0.0,0.0,0.0,0.0,15,,,7a412806-f887-4d66-b5e4-1db6a7f6ade4
Ethereum,balancer-v2,KAI-WETH,12897,0.0,,0.0,0.0,4.96141,0.65188,43,,,0ddf987e-827b-4473-9f60-e807cb33ae7e
Base,morpho-blue,WRSETH,1391557,,,0.0,0.0,3.84044,0.26033,42,,,d1c24c53-0c85-49e7-aac4-fdf9ede91924
Ethereum,sushiswap,BCMC-WETH,12890,0.0,0.0,0.0,0.0,0.91821,0.12407,973,,,a0fe6d47-abaf-4adc-8185-d39ecf3923c5
Ethereum,uniswap-v2,CHADS-WETH,1396151,0.0,,0.0,0.0,0.02582,0.03513,918,,,66f38e5a-8a0b-42eb-bd7f-fabd902c87a8
Sui,cetus-amm,BITCHBOT-SUI,12885,0.0,0.0,0.0,0.0,0.0,0.0,19,,,357b9830-e8c4-46c9-a47c-d9f61cabb12d
BSC,thena-fusion,BNBX-WBNB,1401079,0.0,0.0,0.0,0.0,7.5827,0.20151,565,,,8165d820-bfc4-4c9c-9e68-96c44f2094f9
Arbitrum,gamma,PREMIA-WETH,12859,0.0,0.0,0.0,-0.30019,1.78734,0.18293,373,,,ca17fde3-dd68-406d-8f21-b53d71ad9d82
Ethereum,uniswap-v3,WBTC-M-BTC,1402627,0.0,,0.0,0.0,0.03113,0.00537,45,,,67dd603d-2464-4510-8ceb-05a11de82dca
Ethereum,sushiswap,RTRD-WETH,12836,0.0,0.0,0.0,0.0,0.00132,0.00135,381,,,eeb549df-4e99-490f-a702-4fd6b18ef851
Ethereum,uniswap-v2,NYXT-WETH,1411602,0.0,,0.0,0.0,0.01532,0.00667,927,,,a769eee9-28d2-4a39-b7ef-2f021c60c92c
Avalanche,pangolin,WAVAX-SHAKE,12835,0.0,,0.0,0.0,0.52811,0.11279,570,,,32c3ce16-4203-4689-9df2-f07e7db8a88e
Solana,orca,EBR-USDC,12826,0.0,,0.0,0.0,0.22423,0.12873,443,,,45546116-f1ad-41c6-9a2b-f24ee96d4bde
Ethereum,uniswap-v2,WETH-HYPE.BET,1420558,0.0,,0.0,0.0,0.00014,0.00017,918,,,981a384e-bd2e-470c-bb9d-b7537a4bfd76
BSC,thena-fusion,USDT-WBNB,1426371,0.0,0.0,0.0,0.0,46.31803,1.16875,580,,,9ca228fd-7086-4308-8118-d3f0fcd139ca
Arbitrum,compound-v3,WETH,1428219,,,0.0,0.0,0.0,0.0,556,,,5fe31d6b-1629-439c-a9ed-620abae1a329
Arbitrum,uniswap-v3,WETH-O404,12804,0.0,,0.0,0.0,0.0909,0.04428,207,,,c287dbb2-aef0-4b50-b156-96dced3d8563
Ethereum,uniswap-v2,FILST-USDT,1433799,0.0,,0.0,0.0,0.13789,0.05598,918,,,c9085004-c01a-49b0-8794-564d9813a5a4
Arbitrum,frax,FRAX-ARB,12960,0.0,,0.0,0.0,0.0,0.0,566,,,fdbc79e8-354c-4e7b-b48f-6d8ff7249a3c
Ethereum,uniswap-v3,ALLUO-USDT,1290895,0.0,,0.0,0.0,0.00081,0.00023,35,,,68fd8fc1-c081-453c-9d7d-01f4b99d411c
Ethereum,integral,WBTC-WETH,1281655,0.0,0.0,0.0,0.0,0.09761,0.02994,884,,,bfc28ca7-203b-47d4-bca4-3a29855ea342
Ethereum,uniswap-v3,ANFD-NFD,1227941,0.0,,0.0,0.0,0.0,0.0,64,,,d0d5a5c1-de14-4dfd-9e38-34dd283ec1a1
Avalanche,uniswap-v3,DZHV-WAVAX,13106,0.0,,0.0,0.0,45.29001,4.55574,57,,,78dddfae-3e8b-4cf9-9102-7ee9bf098f68
Sui,cetus-amm,BSWT-USDC,1171582,0.0,0.0,0.0,0.0,0.0,0.0,18,,,66367551-f9cf-4211-b938-035ec4ec3f56
Avalanche,joe-dex,EMIN-WAVAX,13092,0.0,,0.0,0.0,0.0,0.0,182,,,f29fb1f0-e80b-4b08-b24b-95fe90f5850f
Mantle,circuit-protocol,WMNT-METH,13082,,,0.0,0.0,29.06134,1.29536,286,,,faf8a16c-210c-4eac-827c-da9f569b4704
Ethereum,uniswap-v3,1CAT-WETH,1172678,0.0,,0.0,0.0,23.35349,1.63962,337,,,8102988d-0797-4833-a63b-3daff946fe58
Avalanche,wombat-exchange,LP-UXDA,13075,0.0,0.0,0.0,0.0,0.85238,0.14491,72,,,c273fb3f-1370-4465-a794-7aabb54a5a0c
Mixin,pando-leaf,XIN,1179495,,,0.0,0.0,0.0,0.0,726,,,e8234895-64ef-4f21-9a64-19f10ac62f66
BSC,uniswap-v3,USDT-BTCB,1191170,0.0,,0.0,0.0,0.0,0.0,278,,,6b928a97-3519-4cf4-a0e2-c91f34e719db
Osmosis,mars-protocol,MILKTIA,1210658,0.0,,0.0,0.0,0.0,0.0,84,,,ab55a7c2-d453-4c9d-90ee-a6140bb4ec63
Solana,save,HASOL,1212583,0.0,0.0,0.0,0.0,0.0,0.0,118,,,05c74e5c-ebed-40ec-ac63-0bbd1d53fe2a
Polygon,quickswap-dex,WMATIC-USDC,1215113,0.0,,0.0,0.0,14.89792,0.79499,1017,,,81a51af8-4a0e-409b-9688-264323afc1fe
Solana,orca,SOL-FNBN,13051,0.0,,0.0,0.0,0.00296,0.00058,29,,,b9c477db-b885-4a5a-a9e0-d7ad1fe322ad
Ethereum,aave-v3,WEETH,1223319,0.0,,0.0,0.0,0.0,0.0,20,,,1a1780eb-febf-4083-8788-b9aca19da68e
Ethereum,compound-v3,TBTC,1230842,,,0.0,0.0,0.0,0.0,44,,,c998e615-aa51-4a1e-9a25-addfeee4d1f0
BSC,mdex,MDX,12973,,0.0,0.0,0.0,0.0,0.0,817,,,c6031840-1421-43fd-837f-5a5ff92c0c9b
Ethereum,uniswap-v2,GOOCH-WETH,1236431,0.0,,0.0,0.0,0.04704,0.00857,508,,,56f0d9f8-9dde-4aeb-aa01-3755c4bb2b6b
Arbitrum,uniswap-v3,ARB-USDC,1237896,0.0,,0.0,0.0,0.0,0.0,477,,,ba02eceb-7bd2-4688-8949-fce98efc66b5
Ethereum,pancakeswap-amm-v3,ETHX-WETH,13024,0.0,,0.0,0.0,7.48966,1.56232,318,,,87ebed7c-edbb-4fe2-b679-051c2686df0f
Polygon,uniswap-v3,USDT-LDO,13021,0.0,,0.0,0.0,0.0,0.0,191,,,bc9a7c25-f983-492e-9425-5cfffa2a2d5e
Base,morpho-blue,CBETH,1239045,,,0.0,0.0,10.03404,0.36766,66,,,073b204c-f9a8-41a8-b878-058a30d020df
Sui,cetus-amm,USDC-USDCPOL,1239268,0.0,0.0,0.0,0.0,0.0,0.0,45,,,65d647fb-380f-47bd-8da8-ffbf1404b33c
Optimism,uniswap-v3,EST-DAI,13004,0.0,,0.0,-0.00102,0.03318,0.02124,850,,,8a4ae923-f747-4b4d-a252-bf85bfdeadfd
Sui,cetus-amm,MEW-SUI,13001,0.0,0.0,0.0,0.0,0.0,0.0,19,,,e968a54a-527d-4532-9c9c-9a99ed721ab9
Ethereum,uniswap-v2,UMX-WETH,1247412,0.0,,0.0,0.0,0.13128,0.04137,922,,,94d04739-d861-4a3e-b18d-4a9e45d14202
Ethereum,uniswap-v2,OCEAN-WETH,1249765,0.0,,0.0,0.0,0.0,0.0,918,,,8bdfc7c9-3ef4-463d-b906-65ba937c3f69
Ethereum,uniswap-v2,SHARE-WETH,1254693,0.0,,0.0,0.0,0.0,0.0,918,,,ed7226b9-73e9-46c6-bd49-3b0e9ee600fc
Ethereum,uniswap-v2,USDC-FUSDC,1272039,0.0,,0.0,0.0,0.0042,0.00487,918,,,a8635d8f-5458-4573-91f4-c049ee089329
Ethereum,morpho-blue,DEUSD,1277663,,,0.0,0.0,5.37541,0.25004,78,,,80515ae3-33a1-4598-9aac-74f63269c356
Arbitrum,gamma,COIN.DW-USDC,12784,0.0,0.0,0.0,0.0,5.35801,0.46154,293,,,7c2a44f4-585b-4f20-8875-260cdf18e335
Arbitrum,camelot-v2,ARB-SEED,12782,0.0,,0.0,0.0,0.86236,0.1434,421,,,e604e5ff-3c6a-412f-ac4f-96058ffe0121
Polygon,quickswap-dex,GOVI-WETH,13113,0.0,,0.0,0.0,3.26886,0.28849,1001,,,90cd32c4-d7f3-4f59-ae60-38964ebe9134
BSC,uniswap-v3,USDT-USDC,12780,0.0,,0.0,0.0,0.0,0.0,26,,,5010a4dd-3e34-4bf8-ad11-be687ae61cd3
BSC,uniswap-v3,USDC-LINK,12609,0.0,,0.0,0.0,58.8551,4.99544,172,,,766faeb6-6e83-428a-8f5a-a2a12fd5a88e
Avalanche,joe-dex,KEN-WAVAX,12580,0.0,,0.0,-0.05078,11.57915,2.12981,33,,,cca187cf-18f0-47d9-9c44-e31f1940bfdc
Polygon,quickswap-dex,USDC-KNOT,12574,0.0,,0.0,0.0,8.13642,0.67128,971,,,bdf8e167-17de-499b-b1cd-15fc24a900ec
Optimism,velodrome-v2,UTS-DF,12571,,0.0,0.0,0.0,0.0,0.0,372,,,a3f3b16c-2ccb-450f-8a39-88f31408069d
Avalanche,joe-dex,MIM-WINE,12568,0.0,,0.0,-5.04865,6.32506,0.67705,989,,,e7ff2754-dc17-4dba-801a-ad4f2ab7443e
Optimism,exactly,WSTETH,1529727,0.0,,0.0,,0.0,0.0,7,,,e929e5d6-9cab-4380-904e-9d8387196406
Optimism,exactly,WSTETH,1529727,0.0,,0.0,0.0,0.0,0.0,119,,,6fa14e2b-4654-4c74-a888-701fe8f6d1ad
Ethereum,sushiswap,WETH-TEC,12564,0.0,0.0,0.0,0.0,0.1381,0.13711,362,,,835c0f53-35f0-414b-850f-432eba9e3415
Sui,cetus-amm,ROSIE-SUI,12555,0.0,0.0,0.0,0.0,0.04744,0.0129,27,,,d905b0a7-eca1-47d6-a389-212bca6a8487
Optimism,exactly,WSTETH,1529727,0.0,,0.0,0.0,0.0,0.0,147,,,e3b17a80-5c28-490c-b2fc-b6db643ce462
Optimism,exactly,WSTETH,1529727,0.0,,0.0,0.0,0.0,0.0,63,,,fae7543d-d99d-48a3-9f31-474c0c308747
Optimism,exactly,WSTETH,1529727,0.0,,0.0,0.0,0.0,0.0,35,,,4e3f21f2-c31b-4100-8277-49e172586956
Optimism,exactly,WSTETH,1529727,0.0,,0.0,0.0,0.0,0.0,91,,,cc6c1c90-abd4-4354-a4e0-2c40a1cc8134
Solana,save,STSOL,1530819,0.0,0.0,0.0,0.0,0.78625,0.09215,908,,,c698e697-71e5-4ddd-993f-4d991b3bf2af
Polygon,quickswap-dex,WMATIC-WETH,1540016,0.0,,0.0,0.0,6.32656,0.37864,1017,,,2a8b1bc2-596e-435c-8518-ba6897ecb225
Polygon,quickswap-dex,ANY-QUICK,12527,0.0,,0.0,,8.10873,0.63981,385,,,2da360ca-487f-43c5-9dcc-f3f9f7e70d85
Ethereum,curve-dex,BBTC-SBTCCRV,1550599,0.0,0.0,0.0,0.0,0.69241,0.07081,1014,,,29d4eefc-ad49-4ce4-bad1-0e185a0ba31b
Optimism,uniswap-v3,BANK-WETH,12511,0.0,,0.0,-0.15583,1.122,0.1853,283,,,475bfa94-75be-432f-a27a-44b61b6b159e
Ethereum,compound-v3,RSWETH,1554489,,,0.0,0.0,0.0,0.0,28,,,8702c7e6-e439-46a2-8e72-33779a252359
Polygon,uniswap-v3,WUSD-USDT,12510,0.0,,0.0,0.0,0.0,0.0,169,,,945eec1c-c823-48c1-b851-60a465b580c6
Ethereum,bancor-v3,GRT,12508,0.0,,0.0,0.0,0.79389,0.12339,736,,,fa33f899-5230-4417-82f9-da4517378ae9
Sui,cetus-amm,XCETUS-CETUS,1554669,0.0,0.0,0.0,0.0,1e-05,0.0,196,,,ae6ee294-3db1-4237-887e-74da788331ee
Ethereum,morpho-blue,EZETH,1554853,,,0.0,0.0,11.35138,1.05004,238,,,8db341dc-fcca-4f48-9132-afe5815e10cd
Sui,cetus-amm,BATMEW-SUI,12501,0.0,0.0,0.0,0.0,1.95655,0.45381,20,,,2f9920a2-cddd-4f9c-93d7-55b9c5bc4529
Ethereum,convex-finance,CDCETH-WETH,1563526,0.0,0.0,0.0,0.0,0.06274,0.00725,173,,,fadfe152-e21e-42c0-863f-b6a1ac93a96c
Heco,mdex,HUSD-ETH,12486,0.0,0.0,0.0,0.0,0.0,0.0,615,,,7e692787-30bc-4fdc-81cc-6ef58f41378b
Ethereum,curve-dex,CDCETH-WETH,1564305,0.0,0.0,0.0,0.0,15.92766,0.94096,227,,,6f4cb7b6-685f-4950-87a4-504f4fa242e2
Ethereum,silo-finance,WSTETH,1564953,0.0,,0.0,0.0,0.00156,0.00038,724,,,3680907c-2851-4d9e-baa7-96edf687640d
Avalanche,joe-dex,WAVAX-SMRT,12481,0.0,,0.0,0.0,0.37748,0.13569,340,,,74a23787-7e0a-486a-bc0a-33d8351f39c7
Base,morpho-blue,RETH,1521288,,,0.0,0.0,0.73857,0.02908,85,,,dc431f54-96c3-4ad1-b194-280be5dd7c75
Ethereum,uniswap-v3,RSR-WETH,1508981,0.0,,0.0,0.0,0.0,0.0,967,,,7e308dcf-b3da-48dc-82ba-5ae630c5d2f4
Sui,cetus-amm,MIGO-SUI,12618,0.0,0.0,0.0,0.0,0.0,0.0,16,,,24a5b911-f25f-45af-842b-e92cebe45e65
Ethereum,uniswap-v3,O-USDT,1466017,0.0,,0.0,0.0,0.0,0.0,21,,,3ddfec98-5fb7-41e0-bac0-e366215d4bc8
Sui,cetus-amm,OGI-SUI,12780,0.0,0.0,0.0,0.0,0.0,0.0,19,,,0a17c43a-0e33-41cf-8ac9-383166d47f4c
Ethereum,uniswap-v2,BPP-WETH,1439234,0.0,,0.0,0.0,0.00123,0.00065,918,,,8e986267-4cc1-4e2c-9223-b5df88af6fe2
Ethereum,uniswap-v2,MYX-WETH,1440004,0.0,,0.0,0.0,0.00151,0.00052,918,,,88cef181-cb74-4ba1-a85e-7f0d55431f3d
Sui,cetus-amm,PEPEYE-SUI,12771,0.0,0.0,0.0,0.0,0.0,0.0,19,,,516b65bb-f8cc-421e-968e-05152049e644
Ethereum,abracadabra-spell,SPELL,12743,,,0.0,0.0,0.0,0.0,419,,,182f23bd-dbe2-497e-928d-c18010b92101
Ethereum,makerdao,ZRX,12742,,,0.0,,0.0,0.0,580,,,d7131eb0-3cd6-45af-a8e6-20dd64fdc578
Ethereum,verse,TBTC-WBTC,1448190,0.0,,0.0,0.0,0.0011,0.00039,109,,,f8a43e4c-1fb5-42d0-910c-ef15fa723486
Arbitrum,compound-v3,EZETH,1449837,,,0.0,0.0,0.0,0.0,84,,,8fe49c7b-64b7-49cb-9924-411f618588ef
Mixin,pando-leaf,LTC,12730,,,0.0,0.0,0.0,0.0,543,,,b853267b-182c-4a3b-93a8-b648e2750ccc
Optimism,uniswap-v3,USDC-SUSD,1451858,0.0,,0.0,0.0,0.0,0.0,185,,,cbb4ad5d-13ef-46d0-b63b-d79f1cbf1d2b
Solana,orca,SOL-CHET,12723,0.0,,0.0,0.0,0.02918,0.00746,62,,,361532fe-606a-44be-8bc5-d0b49d9245a5
Base,morpho-blue,WEETH,1463969,,,0.0,0.0,3.50025,0.17577,151,,,66ac59bc-b685-4870-aa3d-bbb2183844a9
Sui,cetus-amm,FISHDICK-SUI,12703,0.0,0.0,0.0,0.0,0.0,0.0,19,,,3f32d447-fb63-47d6-9488-841aac0eb6cf
Ethereum,badger-dao,WBTC,1467562,0.0,0.0,0.0,0.0,0.03486,0.00578,985,,,995fa056-ce31-4d3f-8514-b7017f14f1ed
Sui,cetus-amm,FXT-SUI,12620,0.0,0.0,0.0,0.0,0.0,0.0,15,,,802a5dc4-4d17-4e45-9da4-3b242c338ac9
Base,aerodrome-v1,WETH-AETHER,12703,,0.0,0.0,,0.0,0.0,3,,,ebd5f6d5-aafe-4d6a-a777-f70785121e55
Base,aloe,DEGEN,12690,0.0,,0.0,0.0,0.0,0.0,15,,,11f4ebc7-e963-4eef-b652-3c8619f5d846
Polygon,uniswap-v3,WBTC-RNDR,12676,0.0,,0.0,0.0,0.0,0.0,92,,,cda2be0c-1e4c-4b14-9b93-eab95375b946
Base,morpho-blue,EZETH,1478231,,,0.0,0.0,4.17971,0.22444,71,,,020a0e72-ddfc-4b9b-af6f-441f360136c8
Optimism,stargate-v1,DAI,12655,,0.0,0.0,0.0,4.37735,0.37248,740,,,c6f5b041-b247-43bc-99ba-d323be27d65b
